farm_id,year,n_turb,capacity_kW,n_hours,wake_model,AEP_kWh,CF,WakeLoss,Volatility_kW,CV,P5_kW,P95_kW,RampFreq,low_hours,high_hours
128,2016,27,270000.0,8109,gaussian,895362005.1,0.4089,0.1873,89500.5,0.8106,3654.7,248805.0,0.0451,0.2327,0.2145
128,2016,27,270000.0,8109,jensen,802430726.2,0.3665,0.2717,88310.1,0.8924,3052.3,248805.0,0.0396,0.2824,0.1814
128,2016,27,270000.0,8109,curl,877056067.9,0.4006,0.2039,89431.8,0.8269,3356.2,248805.0,0.0405,0.2392,0.2100
137,2016,21,210000.0,8129,gaussian,726720503.9,0.4257,0.1065,68964.7,0.7714,4620.5,193515.0,0.0267,0.1930,0.2235
137,2016,21,210000.0,8129,jensen,701059116.7,0.4107,0.1380,68485.2,0.7941,4172.4,193515.0,0.0274,0.2070,0.2065
137,2016,21,210000.0,8129,curl,720587681.5,0.4221,0.1140,68915.2,0.7774,4439.7,193515.0,0.0252,0.1950,0.2198
142,2016,18,180000.0,8019,gaussian,615278661.8,0.4263,0.1466,58731.8,0.7655,3232.3,165870.0,0.0311,0.1943,0.2167
142,2016,18,180000.0,8019,jensen,574803343.2,0.3982,0.2028,57777.7,0.8060,2863.8,165870.0,0.0267,0.2169,0.1837
142,2016,18,180000.0,8019,curl,606258794.9,0.4200,0.1592,58652.7,0.7758,3029.3,165870.0,0.0298,0.1984,0.2103
144,2016,16,160000.0,8245,gaussian,671718294.1,0.5092,0.0502,53626.9,0.6582,4823.3,147440.0,0.0369,0.1494,0.3055
144,2016,16,160000.0,8245,jensen,643074984.0,0.4875,0.0907,52870.6,0.6779,4577.6,147440.0,0.0353,0.1592,0.2708
144,2016,16,160000.0,8245,curl,666067179.6,0.5049,0.0582,53542.2,0.6628,4647.5,147440.0,0.0358,0.1515,0.2976
149,2016,11,110000.0,8034,gaussian,323319615.4,0.3659,0.0561,34155.9,0.8487,2120.2,101365.0,0.0278,0.2364,0.1596
149,2016,11,110000.0,8034,jensen,301180759.2,0.3408,0.1207,33676.2,0.8983,1880.9,101365.0,0.0271,0.2660,0.1421
149,2016,11,110000.0,8034,curl,318282916.0,0.3602,0.0708,34134.3,0.8616,2024.4,101365.0,0.0276,0.2477,0.1567
152,2016,6,60000.0,8266,gaussian,259599212.5,0.5234,0.0323,20137.8,0.6412,1753.1,55290.0,0.0367,0.1373,0.3327
152,2016,6,60000.0,8266,jensen,250719662.2,0.5055,0.0654,20402.4,0.6727,1533.7,55290.0,0.0396,0.1567,0.3184
152,2016,6,60000.0,8266,curl,257642471.0,0.5195,0.0396,20194.1,0.6479,1640.8,55290.0,0.0355,0.1411,0.3292
153,2016,10,100000.0,8176,gaussian,311500434.1,0.3810,0.1826,31437.1,0.8251,1678.6,92150.0,0.0283,0.2211,0.1685
153,2016,10,100000.0,8176,jensen,263693883.5,0.3225,0.3081,30022.7,0.9309,1409.0,92150.0,0.0250,0.2932,0.1217
153,2016,10,100000.0,8176,curl,300726951.5,0.3678,0.2109,31243.6,0.8494,1489.4,92150.0,0.0246,0.2363,0.1575
154,2016,10,100000.0,8186,gaussian,421945113.0,0.5154,0.0498,34445.2,0.6683,2487.6,92150.0,0.0451,0.1540,0.3391
154,2016,10,100000.0,8186,jensen,399634212.0,0.4882,0.1000,35291.3,0.7229,2076.3,92150.0,0.0459,0.1995,0.3214
154,2016,10,100000.0,8186,curl,417307265.7,0.5098,0.0602,34618.9,0.6791,2285.3,92150.0,0.0441,0.1622,0.3341
157,2016,7,70000.0,8182,gaussian,260464843.8,0.4548,0.0761,23135.3,0.7268,1856.9,64505.0,0.0526,0.1633,0.2524
157,2016,7,70000.0,8182,jensen,243705555.9,0.4255,0.1355,23094.8,0.7754,1690.1,64505.0,0.0586,0.1908,0.2277
157,2016,7,70000.0,8182,curl,256618361.7,0.4481,0.0897,23100.1,0.7365,1806.2,64505.0,0.0504,0.1682,0.2451
158,2016,7,70000.0,8043,gaussian,274091063.1,0.4868,0.0342,23409.3,0.6869,2063.8,64505.0,0.0407,0.1485,0.2927
158,2016,7,70000.0,8043,jensen,268146665.6,0.4763,0.0552,23378.1,0.7012,1855.6,64505.0,0.0417,0.1567,0.2792
158,2016,7,70000.0,8043,curl,272556695.1,0.4841,0.0397,23411.4,0.6909,2022.9,64505.0,0.0404,0.1511,0.2891
163,2016,5,50000.0,8041,gaussian,193699918.3,0.4818,0.0772,16724.4,0.6943,1278.7,46075.0,0.0312,0.1607,0.2784
163,2016,5,50000.0,8041,jensen,181956658.4,0.4526,0.1331,16427.0,0.7259,1144.4,46075.0,0.0291,0.1777,0.2334
163,2016,5,50000.0,8041,curl,190977238.2,0.4750,0.0902,16687.7,0.7026,1216.8,46075.0,0.0284,0.1653,0.2711
7,2017,132,1320000.0,8212,gaussian,5913699572.0,0.5456,0.1135,461547.5,0.6409,29514.4,1216380.0,0.0635,0.1465,0.3891
7,2017,132,1320000.0,8212,jensen,5786789874.8,0.5338,0.1325,460866.7,0.6540,27115.8,1216380.0,0.0552,0.1538,0.3727
7,2017,132,1320000.0,8212,curl,5908578745.7,0.5451,0.1143,461473.3,0.6414,29108.4,1216380.0,0.0568,0.1471,0.3896
9,2017,240,2400000.0,8209,gaussian,10208892560.9,0.5182,0.1522,811775.5,0.6528,63552.4,2211600.0,0.0551,0.1402,0.3251
9,2017,240,2400000.0,8209,jensen,9909106775.6,0.5030,0.1771,811477.5,0.6723,57428.5,2211600.0,0.0501,0.1502,0.3026
9,2017,240,2400000.0,8209,curl,10209893374.3,0.5182,0.1521,812753.0,0.6535,62749.7,2211600.0,0.0517,0.1402,0.3248
11,2017,208,2080000.0,8191,gaussian,9239644731.1,0.5423,0.1285,719149.2,0.6375,50167.9,1916720.0,0.0525,0.1461,0.3717
11,2017,208,2080000.0,8191,jensen,9064001451.2,0.5320,0.1451,719285.9,0.6500,45909.1,1916720.0,0.0497,0.1518,0.3562
11,2017,208,2080000.0,8191,curl,9250405207.0,0.5430,0.1275,719670.1,0.6372,49341.2,1916720.0,0.0502,0.1471,0.3735
13,2017,215,2150000.0,8244,gaussian,7597890033.0,0.4287,0.2064,709529.2,0.7699,37947.3,1981225.0,0.0586,0.1918,0.2303
13,2017,215,2150000.0,8244,jensen,7262965741.9,0.4098,0.2414,702218.0,0.7971,35781.5,1981225.0,0.0543,0.2090,0.2085
13,2017,215,2150000.0,8244,curl,7593049669.9,0.4284,0.2069,709606.8,0.7704,37349.2,1981225.0,0.0524,0.1926,0.2295
15,2017,44,440000.0,8082,gaussian,1688911944.9,0.4749,0.1313,153785.6,0.7359,7717.2,405460.0,0.0584,0.1901,0.3050
15,2017,44,440000.0,8082,jensen,1627663577.1,0.4577,0.1628,153652.1,0.7629,6930.5,405460.0,0.0514,0.2053,0.2874
15,2017,44,440000.0,8082,curl,1679355213.5,0.4722,0.1362,153962.3,0.7410,7449.9,405460.0,0.0521,0.1922,0.3044
16,2017,147,1470000.0,8276,gaussian,7011533649.9,0.5763,0.0817,501761.0,0.5922,47722.5,1354605.0,0.0408,0.1242,0.4171
16,2017,147,1470000.0,8276,jensen,6961597672.0,0.5722,0.0882,501879.2,0.5966,44902.0,1354605.0,0.0407,0.1271,0.4097
16,2017,147,1470000.0,8276,curl,7019060379.2,0.5770,0.0807,502109.1,0.5920,47390.2,1354605.0,0.0406,0.1245,0.4187
17,2017,175,1750000.0,8238,gaussian,6401309547.2,0.4440,0.1855,591164.1,0.7608,30050.2,1612625.0,0.0698,0.2027,0.2498
17,2017,175,1750000.0,8238,jensen,6278638095.4,0.4355,0.2011,591063.1,0.7755,27264.4,1612625.0,0.0572,0.2155,0.2440
17,2017,175,1750000.0,8238,curl,6429919300.3,0.4460,0.1818,591617.4,0.7580,30499.0,1612625.0,0.0575,0.2021,0.2519
18,2017,151,1510000.0,8260,gaussian,6846612454.6,0.5489,0.0988,527347.3,0.6362,33764.1,1391465.0,0.0391,0.1481,0.3929
18,2017,151,1510000.0,8260,jensen,6766215895.1,0.5425,0.1094,527693.3,0.6442,32679.2,1391465.0,0.0372,0.1519,0.3839
18,2017,151,1510000.0,8260,curl,6850871265.9,0.5493,0.0982,527981.4,0.6366,33596.3,1391465.0,0.0379,0.1482,0.3947
20,2017,80,800000.0,8311,gaussian,3697168830.6,0.5561,0.1160,276780.2,0.6222,20081.9,737200.0,0.0572,0.1395,0.3942
20,2017,80,800000.0,8311,jensen,3616299400.0,0.5439,0.1353,277459.3,0.6377,18976.6,737200.0,0.0514,0.1440,0.3797
20,2017,80,800000.0,8311,curl,3692050612.0,0.5553,0.1172,277045.8,0.6236,20485.9,737200.0,0.0525,0.1395,0.3948
22,2017,161,1610000.0,8106,gaussian,6215542424.8,0.4763,0.1799,551482.8,0.7192,30405.2,1483615.0,0.0374,0.1767,0.2927
22,2017,161,1610000.0,8106,jensen,5906261400.2,0.4526,0.2207,548149.4,0.7523,27217.6,1483615.0,0.0362,0.1950,0.2654
22,2017,161,1610000.0,8106,curl,6192084768.5,0.4745,0.1830,552451.8,0.7232,29210.3,1483615.0,0.0350,0.1786,0.2916
23,2017,75,750000.0,8243,gaussian,3373773809.1,0.5457,0.1175,260800.1,0.6372,17718.9,691125.0,0.0499,0.1451,0.3831
23,2017,75,750000.0,8243,jensen,3283709994.6,0.5312,0.1411,261030.4,0.6553,15437.9,691125.0,0.0474,0.1542,0.3608
23,2017,75,750000.0,8243,curl,3365242695.9,0.5443,0.1197,260949.3,0.6392,17287.7,691125.0,0.0499,0.1472,0.3809
25,2017,80,800000.0,8237,gaussian,3554038772.2,0.5393,0.1300,280987.6,0.6512,18136.1,737200.0,0.0380,0.1586,0.3816
25,2017,80,800000.0,8237,jensen,3432157175.4,0.5208,0.1598,281550.1,0.6757,15906.4,737200.0,0.0362,0.1728,0.3512
25,2017,80,800000.0,8237,curl,3541408661.7,0.5374,0.1331,281578.2,0.6549,17347.3,737200.0,0.0378,0.1612,0.3795
26,2017,140,1400000.0,8251,gaussian,5888040671.3,0.5097,0.1107,476383.4,0.6676,40504.8,1290100.0,0.0445,0.1460,0.3180
26,2017,140,1400000.0,8251,jensen,5874825895.4,0.5086,0.1127,476821.9,0.6697,39207.2,1290100.0,0.0424,0.1493,0.3174
26,2017,140,1400000.0,8251,curl,5912200761.3,0.5118,0.1070,477014.2,0.6657,40893.0,1290100.0,0.0423,0.1450,0.3218
27,2017,89,890000.0,8368,gaussian,4052919702.8,0.5442,0.1387,302742.1,0.6251,24263.1,820135.0,0.0350,0.1359,0.3622
27,2017,89,890000.0,8368,jensen,3863773297.7,0.5188,0.1789,303859.6,0.6581,21418.0,820135.0,0.0333,0.1522,0.3280
27,2017,89,890000.0,8368,curl,4025899825.6,0.5406,0.1444,303618.0,0.6311,23274.6,820135.0,0.0354,0.1393,0.3583
29,2017,71,710000.0,8267,gaussian,3250734840.0,0.5538,0.1110,248219.0,0.6312,19649.1,654265.0,0.0380,0.1427,0.3998
29,2017,71,710000.0,8267,jensen,3181358910.5,0.5420,0.1300,248409.5,0.6455,18261.7,654265.0,0.0364,0.1516,0.3808
29,2017,71,710000.0,8267,curl,3245435516.5,0.5529,0.1124,248469.7,0.6329,19427.2,654265.0,0.0371,0.1437,0.3991
30,2017,129,1290000.0,8318,gaussian,5141726972.8,0.4792,0.1697,428522.7,0.6932,31282.4,1188735.0,0.0448,0.1526,0.2737
30,2017,129,1290000.0,8318,jensen,4942868545.7,0.4606,0.2018,427450.8,0.7193,28028.0,1188735.0,0.0445,0.1646,0.2562
30,2017,129,1290000.0,8318,curl,5130003658.1,0.4781,0.1716,429199.5,0.6959,30712.0,1188735.0,0.0447,0.1540,0.2741
31,2017,59,590000.0,8075,gaussian,2241449210.5,0.4705,0.1894,208355.2,0.7506,8048.6,543685.0,0.0718,0.2098,0.3040
31,2017,59,590000.0,8075,jensen,2068904565.9,0.4343,0.2518,206796.7,0.8071,7282.9,543685.0,0.0586,0.2386,0.2677
31,2017,59,590000.0,8075,curl,2214469740.4,0.4648,0.1991,208399.2,0.7599,7635.1,543685.0,0.0622,0.2129,0.2999
36,2017,116,1160000.0,8076,gaussian,4009778273.9,0.4280,0.1829,396084.7,0.7977,16165.4,1068940.0,0.0707,0.2187,0.2478
36,2017,116,1160000.0,8076,jensen,3884928732.5,0.4147,0.2083,394114.9,0.8193,15871.3,1068940.0,0.0606,0.2297,0.2350
36,2017,116,1160000.0,8076,curl,4008854898.4,0.4279,0.1831,395916.7,0.7976,15791.2,1068940.0,0.0653,0.2183,0.2467
43,2017,111,1110000.0,8263,gaussian,5262042164.3,0.5737,0.0804,371952.3,0.5841,32542.6,1022865.0,0.0321,0.1209,0.3968
43,2017,111,1110000.0,8263,jensen,5218645910.2,0.5690,0.0879,372255.8,0.5894,32302.8,1022865.0,0.0322,0.1238,0.3908
43,2017,111,1110000.0,8263,curl,5266268250.6,0.5742,0.0796,372270.8,0.5841,32445.5,1022865.0,0.0326,0.1214,0.3977
49,2017,101,1010000.0,8218,gaussian,3531004850.6,0.4254,0.2290,345643.9,0.8044,13389.1,930715.0,0.0753,0.2313,0.2442
49,2017,101,1010000.0,8218,jensen,3258781699.2,0.3926,0.2884,340693.4,0.8592,12539.4,930715.0,0.0691,0.2697,0.2136
49,2017,101,1010000.0,8218,curl,3499542011.6,0.4216,0.2358,345056.6,0.8103,13030.8,930715.0,0.0641,0.2350,0.2398
51,2017,91,910000.0,8322,gaussian,4045060414.6,0.5341,0.1118,306328.8,0.6302,27624.9,838565.0,0.0413,0.1276,0.3523
51,2017,91,910000.0,8322,jensen,3987127898.0,0.5265,0.1245,306510.2,0.6398,25608.6,838565.0,0.0386,0.1316,0.3410
51,2017,91,910000.0,8322,curl,4044358676.0,0.5340,0.1120,306647.9,0.6310,27470.1,838565.0,0.0404,0.1281,0.3520
55,2017,88,880000.0,8344,gaussian,3822903358.9,0.5206,0.1494,304659.4,0.6650,19340.3,810920.0,0.0765,0.1478,0.3489
55,2017,88,880000.0,8344,jensen,3670338299.8,0.4999,0.1834,304986.9,0.6933,16177.7,810920.0,0.0732,0.1607,0.3255
55,2017,88,880000.0,8344,curl,3808001855.9,0.5186,0.1527,304595.6,0.6674,19018.3,810920.0,0.0669,0.1475,0.3465
59,2017,80,800000.0,8330,gaussian,3369904275.8,0.5057,0.1905,280049.3,0.6922,13588.7,737200.0,0.0861,0.1693,0.3389
59,2017,80,800000.0,8330,jensen,3144384260.7,0.4718,0.2447,280401.1,0.7428,12486.9,737200.0,0.0771,0.1946,0.3032
59,2017,80,800000.0,8330,curl,3345449140.9,0.5020,0.1964,280125.5,0.6975,12845.3,737200.0,0.0734,0.1713,0.3345
60,2017,80,800000.0,8317,gaussian,3919321660.5,0.5891,0.0678,271576.4,0.5763,25787.7,737200.0,0.0447,0.1122,0.4328
60,2017,80,800000.0,8317,jensen,3896306377.5,0.5856,0.0733,271932.8,0.5805,24613.2,737200.0,0.0459,0.1145,0.4271
60,2017,80,800000.0,8317,curl,3919290480.8,0.5890,0.0678,271812.7,0.5768,25710.1,737200.0,0.0453,0.1122,0.4327
61,2017,80,800000.0,8244,gaussian,3618363999.7,0.5486,0.1268,275963.4,0.6287,17983.3,737200.0,0.0519,0.1412,0.3831
61,2017,80,800000.0,8244,jensen,3497643217.4,0.5303,0.1559,276898.8,0.6527,16538.2,737200.0,0.0474,0.1531,0.3567
61,2017,80,800000.0,8244,curl,3602102990.8,0.5462,0.1307,276461.0,0.6327,17920.2,737200.0,0.0494,0.1436,0.3805
65,2017,75,750000.0,8243,gaussian,3320915386.4,0.5372,0.1313,259855.8,0.6450,18275.0,691125.0,0.0410,0.1467,0.3661
65,2017,75,750000.0,8243,jensen,3221262702.0,0.5211,0.1574,260760.5,0.6673,15701.6,691125.0,0.0430,0.1590,0.3473
65,2017,75,750000.0,8243,curl,3312413382.5,0.5358,0.1336,260488.9,0.6482,17868.0,691125.0,0.0416,0.1480,0.3676
67,2017,73,730000.0,8255,gaussian,2781275781.8,0.4615,0.2109,244432.9,0.7255,15302.5,672695.0,0.0774,0.1731,0.2646
67,2017,73,730000.0,8255,jensen,2563324735.1,0.4254,0.2727,241383.2,0.7774,13472.0,672695.0,0.0672,0.1966,0.2288
67,2017,73,730000.0,8255,curl,2750244080.9,0.4564,0.2197,243917.3,0.7321,14479.3,672695.0,0.0666,0.1717,0.2604
68,2017,72,720000.0,8339,gaussian,3556411704.9,0.5923,0.0664,244560.8,0.5734,23661.9,663480.0,0.0615,0.1097,0.4411
68,2017,72,720000.0,8339,jensen,3527944118.1,0.5876,0.0739,244771.7,0.5786,23462.5,663480.0,0.0561,0.1130,0.4348
68,2017,72,720000.0,8339,curl,3552798026.3,0.5917,0.0674,244526.0,0.5739,23917.8,663480.0,0.0565,0.1091,0.4401
73,2017,67,670000.0,8358,gaussian,3112726537.4,0.5559,0.0895,228660.4,0.6140,20324.5,617405.0,0.0501,0.1204,0.3900
73,2017,67,670000.0,8358,jensen,3085556120.0,0.5510,0.0975,228805.2,0.6198,18829.1,617405.0,0.0467,0.1242,0.3832
73,2017,67,670000.0,8358,curl,3114575175.5,0.5562,0.0890,228733.0,0.6138,20154.8,617405.0,0.0475,0.1206,0.3908
80,2017,40,400000.0,8228,gaussian,1922565838.2,0.5842,0.0732,133382.4,0.5708,17250.4,368600.0,0.0468,0.1028,0.4144
80,2017,40,400000.0,8228,jensen,1910079671.2,0.5804,0.0792,133522.8,0.5752,16896.4,368600.0,0.0455,0.1044,0.4075
80,2017,40,400000.0,8228,curl,1922165789.1,0.5840,0.0734,133520.0,0.5715,17238.9,368600.0,0.0463,0.1032,0.4150
83,2017,58,580000.0,8040,gaussian,1715919608.4,0.3680,0.2769,187105.0,0.8767,7178.5,534470.0,0.0700,0.2687,0.1766
83,2017,58,580000.0,8040,jensen,1478315324.8,0.3170,0.3770,178203.0,0.9692,6138.5,534470.0,0.0539,0.3254,0.1387
83,2017,58,580000.0,8040,curl,1675185768.5,0.3592,0.2941,185805.1,0.8918,6573.9,534470.0,0.0617,0.2784,0.1703
84,2017,57,570000.0,8171,gaussian,2107312455.3,0.4525,0.1273,187934.4,0.7287,12570.8,525255.0,0.0539,0.1647,0.2445
84,2017,57,570000.0,8171,jensen,2052378130.2,0.4407,0.1500,185974.8,0.7404,12340.1,525255.0,0.0486,0.1727,0.2243
84,2017,57,570000.0,8171,curl,2100694930.0,0.4510,0.1300,187755.3,0.7303,12567.1,525255.0,0.0506,0.1653,0.2413
87,2017,56,560000.0,8244,gaussian,2410901011.3,0.5222,0.0916,191348.3,0.6543,17991.3,516040.0,0.0428,0.1388,0.3412
87,2017,56,560000.0,8244,jensen,2390514945.0,0.5178,0.0992,191371.0,0.6600,17453.7,516040.0,0.0399,0.1428,0.3352
87,2017,56,560000.0,8244,curl,2411383869.7,0.5223,0.0914,191547.1,0.6549,17937.1,516040.0,0.0420,0.1386,0.3417
96,2017,50,500000.0,8236,gaussian,1693285989.0,0.4112,0.1916,162421.4,0.7900,8938.6,460750.0,0.0640,0.2031,0.2063
96,2017,50,500000.0,8236,jensen,1588845937.8,0.3858,0.2415,160352.9,0.8312,7527.1,460750.0,0.0553,0.2329,0.1818
96,2017,50,500000.0,8236,curl,1677818311.4,0.4074,0.1990,162147.2,0.7959,8255.9,460750.0,0.0538,0.2063,0.2028
99,2017,48,480000.0,8120,gaussian,1344737549.6,0.3450,0.3267,149351.9,0.9018,5431.3,442320.0,0.0516,0.2719,0.1473
99,2017,48,480000.0,8120,jensen,1061272793.7,0.2723,0.4686,134976.6,1.0327,4666.4,442320.0,0.0402,0.3672,0.0936
99,2017,48,480000.0,8120,curl,1294274796.7,0.3321,0.3519,147730.5,0.9268,5123.6,442320.0,0.0421,0.2898,0.1400
100,2017,48,480000.0,7944,gaussian,1624363746.8,0.4260,0.1130,159883.9,0.7819,8672.3,442320.0,0.0506,0.2073,0.2294
100,2017,48,480000.0,7944,jensen,1518981675.1,0.3984,0.1705,156512.3,0.8185,8139.4,442320.0,0.0476,0.2312,0.1951
100,2017,48,480000.0,7944,curl,1601276756.6,0.4199,0.1256,159340.8,0.7905,8319.3,442320.0,0.0458,0.2124,0.2210
102,2017,45,450000.0,8178,gaussian,1379331423.0,0.3748,0.1922,141732.8,0.8403,6623.7,414675.0,0.0472,0.2329,0.1663
102,2017,45,450000.0,8178,jensen,1300144230.0,0.3533,0.2386,139490.1,0.8774,6262.2,414675.0,0.0408,0.2580,0.1514
102,2017,45,450000.0,8178,curl,1365865688.4,0.3711,0.2001,141468.5,0.8470,6499.3,414675.0,0.0413,0.2367,0.1651
113,2017,36,360000.0,7992,gaussian,1362709167.2,0.4736,0.1030,125644.6,0.7369,7356.9,331740.0,0.0558,0.1894,0.3051
113,2017,36,360000.0,7992,jensen,1329155467.7,0.4620,0.1251,125719.9,0.7559,6491.5,331740.0,0.0529,0.1988,0.2938
113,2017,36,360000.0,7992,curl,1356819343.1,0.4716,0.1069,125688.8,0.7403,7008.3,331740.0,0.0509,0.1907,0.3022
116,2017,35,350000.0,8255,gaussian,1562654848.5,0.5409,0.0752,115888.5,0.6122,12592.4,322525.0,0.0549,0.1188,0.3451
116,2017,35,350000.0,8255,jensen,1554270516.4,0.5379,0.0802,115937.4,0.6158,12445.9,322525.0,0.0527,0.1211,0.3425
116,2017,35,350000.0,8255,curl,1562958436.5,0.5410,0.0751,115896.2,0.6121,12863.4,322525.0,0.0515,0.1190,0.3457
121,2017,30,300000.0,8225,gaussian,1286357337.9,0.5213,0.1275,105743.7,0.6761,6230.6,276450.0,0.0762,0.1678,0.3589
121,2017,30,300000.0,8225,jensen,1209593468.1,0.4902,0.1796,105912.5,0.7202,5494.9,276450.0,0.0677,0.1865,0.3251
121,2017,30,300000.0,8225,curl,1272270105.7,0.5156,0.1371,105787.4,0.6839,5812.0,276450.0,0.0664,0.1697,0.3526
122,2017,30,300000.0,8267,gaussian,1113122102.1,0.4488,0.1900,98790.4,0.7337,7022.9,276450.0,0.0454,0.1758,0.2360
122,2017,30,300000.0,8267,jensen,987746689.6,0.3983,0.2812,96845.7,0.8106,5559.4,276450.0,0.0419,0.2180,0.1918
122,2017,30,300000.0,8267,curl,1088463037.9,0.4389,0.2079,98719.3,0.7498,6480.6,276450.0,0.0419,0.1834,0.2287
123,2017,30,300000.0,8135,gaussian,1159218772.7,0.4750,0.1548,102629.6,0.7202,6304.6,276450.0,0.0770,0.1749,0.2867
123,2017,30,300000.0,8135,jensen,1075629262.6,0.4407,0.2158,102211.0,0.7730,5456.2,276450.0,0.0720,0.2050,0.2581
123,2017,30,300000.0,8135,curl,1142547565.1,0.4682,0.1670,102499.3,0.7298,6007.5,276450.0,0.0688,0.1796,0.2811
128,2017,27,270000.0,8271,gaussian,997989676.9,0.4469,0.1846,88925.4,0.7370,5669.7,248805.0,0.0580,0.1741,0.2434
128,2017,27,270000.0,8271,jensen,882387558.5,0.3951,0.2790,87875.0,0.8237,4831.5,248805.0,0.0542,0.2308,0.1945
128,2017,27,270000.0,8271,curl,976467022.9,0.4373,0.2022,88824.3,0.7524,5264.2,248805.0,0.0511,0.1849,0.2338
137,2017,21,210000.0,8144,gaussian,843377431.9,0.4931,0.0886,71072.9,0.6863,5790.3,193515.0,0.0355,0.1567,0.3012
137,2017,21,210000.0,8144,jensen,818462015.5,0.4786,0.1155,70954.6,0.7060,5223.0,193515.0,0.0362,0.1697,0.2820
137,2017,21,210000.0,8144,curl,837597921.9,0.4898,0.0948,71128.6,0.6916,5601.9,193515.0,0.0323,0.1594,0.2975
142,2017,18,180000.0,8126,gaussian,678722953.4,0.4640,0.1283,60635.6,0.7260,3623.1,165870.0,0.0345,0.1743,0.2667
142,2017,18,180000.0,8126,jensen,640742725.1,0.4381,0.1771,60152.8,0.7629,3125.5,165870.0,0.0325,0.1981,0.2374
142,2017,18,180000.0,8126,curl,670373872.8,0.4583,0.1390,60650.7,0.7352,3382.4,165870.0,0.0335,0.1805,0.2616
144,2017,16,160000.0,8306,gaussian,704359039.6,0.5300,0.0511,54016.2,0.6370,5289.1,147440.0,0.0429,0.1310,0.3379
144,2017,16,160000.0,8306,jensen,676463524.7,0.5090,0.0886,53852.7,0.6612,5038.6,147440.0,0.0387,0.1431,0.3118
144,2017,16,160000.0,8306,curl,698604740.6,0.5257,0.0588,54034.7,0.6424,5134.0,147440.0,0.0421,0.1344,0.3336
148,2017,11,110000.0,8090,gaussian,376973102.0,0.4236,0.0876,36191.0,0.7767,2462.4,101365.0,0.0347,0.2066,0.2162
148,2017,11,110000.0,8090,jensen,364629582.1,0.4097,0.1174,35830.2,0.7950,2267.0,101365.0,0.0328,0.2173,0.1975
148,2017,11,110000.0,8090,curl,373647546.0,0.4199,0.0956,36132.9,0.7823,2382.5,101365.0,0.0336,0.2104,0.2117
149,2017,11,110000.0,8089,gaussian,380401655.0,0.4275,0.0494,34959.6,0.7434,2685.2,101365.0,0.0373,0.1785,0.2066
149,2017,11,110000.0,8089,jensen,357044978.9,0.4013,0.1078,34778.4,0.7879,2304.8,101365.0,0.0355,0.2014,0.1846
149,2017,11,110000.0,8089,curl,375243548.7,0.4217,0.0623,35003.1,0.7545,2525.1,101365.0,0.0356,0.1877,0.2032
152,2017,9,90000.0,8347,gaussian,409605091.5,0.5452,0.0413,30271.9,0.6169,3213.7,82935.0,0.0418,0.1224,0.3616
152,2017,9,90000.0,8347,jensen,399938436.8,0.5324,0.0639,30406.3,0.6346,3028.4,82935.0,0.0428,0.1309,0.3498
152,2017,9,90000.0,8347,curl,407430684.1,0.5424,0.0464,30312.8,0.6210,3124.5,82935.0,0.0410,0.1248,0.3592
153,2017,10,100000.0,8116,gaussian,353941026.8,0.4361,0.1689,31553.2,0.7235,2004.0,92150.0,0.0367,0.1667,0.1966
153,2017,10,100000.0,8116,jensen,300650087.2,0.3704,0.2940,30360.2,0.8196,1767.7,92150.0,0.0299,0.2235,0.1387
153,2017,10,100000.0,8116,curl,342768405.0,0.4223,0.1951,31407.5,0.7437,1880.9,92150.0,0.0325,0.1784,0.1846
154,2017,10,100000.0,8193,gaussian,473660012.6,0.5781,0.0327,33931.6,0.5869,2841.2,92150.0,0.0551,0.1241,0.4152
154,2017,10,100000.0,8193,jensen,453548295.8,0.5536,0.0737,34791.8,0.6285,2510.1,92150.0,0.0591,0.1517,0.3947
154,2017,10,100000.0,8193,curl,469812167.5,0.5734,0.0405,34070.5,0.5942,2775.8,92150.0,0.0557,0.1277,0.4094
157,2017,7,70000.0,8172,gaussian,287690786.5,0.5029,0.0805,23515.6,0.6680,2109.0,64505.0,0.0662,0.1471,0.3038
157,2017,7,70000.0,8172,jensen,267399415.8,0.4674,0.1453,23368.9,0.7142,1881.7,64505.0,0.0655,0.1736,0.2654
157,2017,7,70000.0,8172,curl,283401124.3,0.4954,0.0942,23456.7,0.6764,2044.6,64505.0,0.0641,0.1528,0.2947
158,2017,7,70000.0,8038,gaussian,281031916.1,0.4995,0.0349,23614.9,0.6754,2020.9,64505.0,0.0528,0.1503,0.3054
158,2017,7,70000.0,8038,jensen,275761116.7,0.4901,0.0530,23593.2,0.6877,1936.7,64505.0,0.0526,0.1578,0.2957
158,2017,7,70000.0,8038,curl,279756675.8,0.4972,0.0393,23621.0,0.6787,1995.1,64505.0,0.0519,0.1526,0.3036
162,2017,5,50000.0,8259,gaussian,211867709.4,0.5131,0.0180,16330.2,0.6366,2061.9,46075.0,0.0448,0.1176,0.3054
162,2017,5,50000.0,8259,jensen,210854104.7,0.5106,0.0226,16342.9,0.6401,2039.6,46075.0,0.0448,0.1194,0.3027
162,2017,5,50000.0,8259,curl,211546686.7,0.5123,0.0194,16335.7,0.6378,2061.9,46075.0,0.0440,0.1183,0.3046
